perc_premium_paid_by_cash_credit,age_in_days,Income,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,mocked_target
0.434,20810.0,92610.0,98.97,7.0,0,1,7500.0,1.0,0
1.0,23366.0,345120.0,99.88,2.0,1,1,13800.0,1.0,1
0.963,17898.0,198690.0,98.44,13.0,4,1,22200.0,1.0,1
0.393,18260.0,120030.0,97.25,14.0,1,1,1200.0,1.0,0
0.0,13885.0,234650.0,99.07,20.0,0,0,11700.0,1.0,0
0.22,22276.0,372410.0,99.02,34.0,2,0,18000.0,1.0,0
0.066,10226.0,193050.0,99.6,10.0,0,1,9600.0,1.0,0
0.115,12054.0,145140.0,98.34,10.0,0,0,11700.0,1.0,0
0.033,29571.0,303240.0,99.89,4.0,0,1,26400.0,1.0,0
0.024,21181.0,141940.0,99.62,6.0,1,1,11700.0,1.0,1
0.138,25194.0,45910.0,97.65,8.0,0,0,1200.0,1.0,1
0.0,22270.0,129040.0,98.99,11.0,0,0,1200.0,1.0,0
0.018,17892.0,277050.0,99.71,11.0,3,0,26400.0,1.0,0
0.413,22641.0,40540.0,98.28,12.0,0,1,3300.0,1.0,0
0.026,28842.0,105060.0,99.47,11.0,0,0,1200.0,1.0,1
0.053,23735.0,186540.0,99.88,8.0,0,0,9600.0,1.0,0
0.081,21912.0,147620.0,98.78,17.0,0,0,3300.0,1.0,1
0.549,14243.0,150060.0,99.45,6.0,1,1,9600.0,1.0,0
0.687,21549.0,500120.0,99.24,15.0,3,0,3300.0,1.0,0
0.039,19723.0,330080.0,99.34,18.0,1,0,7500.0,1.0,1
0.057,10226.0,105110.0,99.58,8.0,0,0,1200.0,1.0,1
0.091,27387.0,285110.0,99.36,23.0,0,1,20100.0,1.0,1
0.0,29578.0,89390.0,99.75,4.0,0,1,9600.0,1.0,1
0.012,16071.0,300140.0,99.56,17.0,3,1,22200.0,1.0,1
0.036,17163.0,145100.0,98.44,9.0,0,0,13800.0,1.0,0
0.771,25563.0,200160.0,99.49,11.0,0,0,13800.0,1.0,1
0.109,12055.0,150130.0,98.96,12.0,3,0,11700.0,1.0,1
0.091,14240.0,330150.0,98.96,9.0,3,0,15900.0,1.0,1
0.073,18264.0,90090.0,99.14,22.0,2,0,3300.0,1.0,0
0.397,21914.0,231720.0,99.33,8.0,1,1,5400.0,1.0,0
0.123,27748.0,154620.0,99.68,10.0,1,0,9600.0,1.0,0
0.293,23009.0,169150.0,98.92,13.0,1,0,7500.0,1.0,1
0.046,25191.0,150120.0,99.88,6.0,0,1,7500.0,1.0,0
0.352,18255.0,150090.0,99.47,9.0,2,0,11700.0,1.0,0
0.089,27747.0,84060.0,99.13,5.0,1,1,7500.0,1.0,1
0.829,12055.0,74980.0,98.1,9.0,0,1,1200.0,1.0,0
0.052,14249.0,146770.0,99.54,8.0,0,1,7500.0,1.0,0
0.994,13519.0,162050.0,99.42,12.0,3,0,15900.0,1.0,0
0.0,23007.0,30940.0,99.31,8.0,0,0,1200.0,1.0,1
0.0,26658.0,66080.0,98.81,8.0,0,1,7500.0,1.0,1
0.015,31032.0,150060.0,99.89,10.0,0,1,1200.0,1.0,1
0.611,18265.0,70140.0,99.75,10.0,1,1,3300.0,1.0,0
0.058,16802.0,262620.0,99.88,8.0,3,0,18000.0,1.0,0
0.336,23739.0,71610.0,97.92,10.0,1,1,3300.0,1.0,0
0.102,20088.0,300130.0,99.29,8.0,2,1,13800.0,1.0,0
0.0,27747.0,90060.0,98.75,9.0,1,1,9600.0,1.0,1
0.172,23006.0,181350.0,98.87,20.0,1,0,9600.0,1.0,0
0.68,14615.0,207150.0,99.4,11.0,2,1,11700.0,1.0,0
0.775,12052.0,105030.0,99.38,7.0,0,1,7500.0,0.0,0
0.418,22643.0,123100.0,98.15,13.0,0,1,5400.0,1.0,0
0.019,24829.0,246020.0,99.89,6.0,0,1,11700.0,1.0,1
0.34,23730.0,204120.0,98.57,6.0,1,0,13800.0,1.0,1
0.063,24104.0,190170.0,99.86,9.0,3,1,5400.0,1.0,1
0.046,16798.0,1380140.0,99.83,12.0,0,1,51600.0,1.0,0
0.863,19353.0,170140.0,99.45,6.0,0,1,7500.0,1.0,0
0.973,17167.0,150050.0,97.61,12.0,0,0,11700.0,0.0,1
0.01,17898.0,75500.0,99.89,6.0,0,1,5400.0,0.0,1
0.0,13876.0,150060.0,99.06,11.0,0,1,7500.0,1.0,0
0.0,15701.0,270070.0,99.39,6.0,0,1,15900.0,1.0,1
0.015,31399.0,315150.0,99.89,12.0,0,0,1200.0,1.0,1
0.318,23010.0,205690.0,99.15,7.0,0,1,11700.0,1.0,0
0.002,27020.0,110550.0,99.39,18.0,0,1,7500.0,1.0,1
0.042,26286.0,54130.0,99.8,10.0,0,1,5700.0,1.0,0
0.028,14246.0,60100.0,96.06,14.0,0,1,3300.0,1.0,1
0.556,13515.0,216080.0,99.55,10.0,3,1,13800.0,1.0,1
0.175,28845.0,51510.0,99.14,11.0,0,1,5400.0,1.0,1
0.629,10965.0,78170.0,99.5,5.0,0,1,5400.0,1.0,0
0.049,16439.0,315040.0,99.69,8.0,3,1,3300.0,1.0,1
0.561,13517.0,90090.0,97.63,13.0,1,1,7500.0,1.0,0
0.007,14605.0,210060.0,99.24,6.0,0,1,13800.0,1.0,0
0.0,16800.0,237120.0,99.13,13.0,0,1,11700.0,1.0,1
0.252,9499.0,85130.0,99.46,8.0,0,1,3300.0,1.0,1
0.0,24465.0,312510.0,99.61,8.0,0,0,11700.0,1.0,1
0.077,20447.0,180070.0,99.15,13.0,2,1,13800.0,1.0,0
0.38,18262.0,450140.0,98.95,13.0,4,1,3300.0,1.0,1
0.118,11329.0,87140.0,98.53,8.0,0,0,5400.0,1.0,1
0.044,12786.0,150090.0,99.16,12.0,0,1,5400.0,1.0,1
0.036,22637.0,180150.0,99.88,6.0,1,1,7500.0,1.0,1
0.9,20090.0,129040.0,99.23,16.0,0,0,5400.0,1.0,1
0.513,21176.0,267080.0,98.82,19.0,1,1,9600.0,1.0,0
0.965,17896.0,99330.0,98.08,16.0,2,1,3300.0,0.0,1
0.05,23367.0,75040.0,99.87,5.0,0,1,5400.0,1.0,0
0.944,14978.0,225110.0,98.35,8.0,2,1,9600.0,1.0,1
0.318,10234.0,175030.0,98.68,11.0,0,1,11700.0,1.0,1
0.011,13148.0,180060.0,99.47,17.0,0,0,18000.0,1.0,1
0.313,26285.0,102050.0,97.83,17.0,0,1,9600.0,1.0,0
0.057,27016.0,102140.0,99.83,12.0,0,1,5400.0,1.0,0
0.233,10959.0,137590.0,99.19,8.0,0,0,15900.0,1.0,1
0.613,20084.0,196370.0,99.29,11.0,0,0,15900.0,0.0,0
1.0,11325.0,84110.0,98.82,5.0,2,1,3300.0,1.0,0
0.415,18994.0,452640.0,99.08,12.0,2,0,18000.0,1.0,1
0.528,18995.0,183060.0,98.73,14.0,0,0,9600.0,1.0,0
1.0,10598.0,155010.0,99.48,3.0,0,1,5400.0,1.0,0
0.923,16432.0,381120.0,98.74,13.0,1,0,3300.0,0.0,0
0.931,22275.0,75130.0,98.44,8.0,0,1,1200.0,1.0,0
0.025,23003.0,265120.0,99.53,9.0,0,1,11700.0,1.0,0
0.194,20083.0,366600.0,99.46,11.0,1,1,1200.0,1.0,0
0.119,17527.0,345110.0,99.27,6.0,2,1,13800.0,1.0,1
1.0,13880.0,178600.0,99.65,4.0,3,1,13800.0,0.0,0
0.085,25556.0,303410.0,99.64,7.0,0,0,13800.0,1.0,1
1.0,16805.0,184940.0,99.43,14.0,1,0,7500.0,1.0,0
0.393,18985.0,150130.0,98.99,7.0,1,0,5400.0,1.0,1
0.0,11694.0,105100.0,99.74,5.0,0,1,5400.0,1.0,1
0.903,22642.0,645120.0,99.16,20.0,0,1,26400.0,1.0,1
0.968,14970.0,140200.0,99.22,12.0,0,1,9600.0,1.0,0
0.016,19720.0,91520.0,99.51,13.0,0,1,5400.0,1.0,0
0.107,15338.0,375120.0,99.19,8.0,0,1,22200.0,1.0,1
0.058,25198.0,271400.0,99.35,16.0,0,1,15900.0,1.0,0
0.904,10960.0,96120.0,97.41,18.0,0,0,5400.0,1.0,0
0.411,9497.0,79870.0,99.23,6.0,0,0,1200.0,0.0,1
1.0,12421.0,96150.0,98.17,9.0,2,0,9600.0,0.0,0
0.029,23731.0,330140.0,99.56,13.0,0,0,11700.0,1.0,0
0.621,13883.0,131330.0,97.91,9.0,0,0,11700.0,1.0,0
0.134,20081.0,147540.0,99.19,17.0,0,1,3300.0,1.0,1
0.026,20455.0,73920.0,99.46,9.0,0,1,1200.0,1.0,0
0.0,20087.0,179040.0,99.57,9.0,0,1,15900.0,1.0,1
0.611,17169.0,210110.0,98.44,21.0,3,1,5400.0,0.0,1
0.546,12786.0,64910.0,99.58,4.0,0,0,3300.0,1.0,0
0.479,24835.0,36910.0,98.65,5.0,0,0,1200.0,1.0,0
0.844,18620.0,298560.0,99.14,17.0,1,0,30600.0,1.0,0
0.07,15700.0,795060.0,99.37,6.0,3,0,32700.0,1.0,1
0.057,14979.0,60120.0,99.45,9.0,2,1,5400.0,1.0,1
0.083,18626.0,264400.0,99.19,15.0,1,1,11700.0,1.0,0
0.907,20447.0,288960.0,98.86,18.0,0,1,22200.0,1.0,1
0.293,21913.0,242560.0,98.79,22.0,0,1,11700.0,1.0,1
0.016,13150.0,275040.0,98.93,20.0,0,0,13800.0,1.0,1
0.314,15344.0,162120.0,99.18,7.0,4,1,11700.0,1.0,1
0.836,17891.0,349480.0,99.26,13.0,2,1,22200.0,1.0,1
0.217,19717.0,130900.0,98.71,14.0,0,1,9600.0,1.0,0
0.111,13513.0,198040.0,99.24,6.0,1,0,5400.0,1.0,0
0.002,21182.0,275010.0,99.26,16.0,0,1,13800.0,1.0,0
0.078,14247.0,60640.0,99.83,10.0,2,1,3300.0,1.0,1
0.79,18262.0,342550.0,99.48,10.0,1,1,26400.0,0.0,1
0.551,17890.0,265130.0,99.08,8.0,2,0,11700.0,1.0,1
0.494,16440.0,130120.0,99.75,12.0,0,0,5400.0,1.0,0
0.073,20089.0,240650.0,99.42,11.0,2,1,9600.0,1.0,1
0.037,17163.0,103820.0,99.89,5.0,0,1,3300.0,1.0,1
0.005,28846.0,48180.0,99.89,9.0,0,0,1200.0,1.0,1
0.847,24831.0,156410.0,98.68,19.0,1,1,5400.0,1.0,1
0.035,22635.0,195070.0,99.46,8.0,0,1,11700.0,1.0,0
0.0,11693.0,150110.0,99.19,14.0,2,1,5400.0,1.0,0
0.91,12418.0,180120.0,99.42,7.0,3,1,7500.0,1.0,0
0.032,20452.0,133170.0,99.31,12.0,0,1,3300.0,1.0,1
0.476,20452.0,200050.0,99.56,19.0,1,1,9600.0,1.0,0
0.093,18621.0,392870.0,98.74,18.0,1,1,13800.0,1.0,1
0.147,12788.0,243140.0,99.28,7.0,2,1,7500.0,1.0,1
0.014,26294.0,111080.0,99.4,13.0,1,0,7500.0,1.0,1
0.382,16434.0,120120.0,98.31,11.0,3,1,5700.0,1.0,0
1.0,17166.0,175330.0,99.51,5.0,2,1,9600.0,0.0,0
0.421,21548.0,465050.0,98.86,17.0,0,1,28500.0,1.0,0
0.099,23008.0,266230.0,99.39,10.0,1,0,20100.0,1.0,1
0.0,20087.0,78150.0,99.18,6.0,0,1,5400.0,1.0,0
0.327,15705.0,171100.0,99.51,5.0,4,1,13800.0,1.0,0
0.021,12053.0,117020.0,99.52,8.0,2,1,7500.0,1.0,0
0.834,20086.0,138120.0,98.84,8.0,0,1,9600.0,1.0,0
0.021,22277.0,207520.0,98.75,7.0,0,0,3300.0,1.0,1
0.048,14612.0,168110.0,99.3,10.0,0,1,15900.0,1.0,0
0.565,19720.0,333110.0,99.21,13.0,0,1,22200.0,1.0,1
0.0,23369.0,150130.0,99.42,9.0,0,1,9600.0,1.0,1
0.993,21185.0,221650.0,98.66,10.0,3,1,13800.0,1.0,1
0.116,15342.0,135130.0,99.6,6.0,2,1,1200.0,1.0,1
0.029,13885.0,220750.0,98.84,8.0,0,1,9600.0,1.0,0
0.394,12790.0,150040.0,99.61,5.0,0,1,5700.0,1.0,0
0.832,17528.0,40560.0,98.39,9.0,0,1,5700.0,1.0,0
0.0,25929.0,587610.0,99.47,10.0,0,1,47400.0,1.0,0
0.016,26657.0,278370.0,99.71,19.0,0,1,9600.0,1.0,0
0.473,23367.0,452370.0,99.72,8.0,0,1,20100.0,1.0,1
0.038,19356.0,174040.0,99.46,9.0,2,1,13800.0,1.0,1
0.203,22645.0,179080.0,99.69,6.0,1,1,11700.0,1.0,0
0.045,13878.0,135050.0,99.38,12.0,3,0,7500.0,1.0,0
0.033,17900.0,78840.0,99.84,14.0,3,0,5400.0,1.0,1
0.013,24830.0,55960.0,99.16,9.0,0,1,1200.0,1.0,1
0.882,20080.0,275030.0,97.79,18.0,1,0,11700.0,1.0,0
0.034,24833.0,60110.0,99.53,16.0,0,0,1200.0,1.0,0
0.201,10230.0,108120.0,99.75,6.0,0,1,9600.0,1.0,0
0.241,18993.0,300040.0,98.66,24.0,2,0,15900.0,1.0,0
0.139,13153.0,76870.0,97.38,13.0,0,1,5700.0,1.0,1
0.262,14980.0,294060.0,99.33,11.0,1,1,18000.0,1.0,1
0.009,16802.0,540030.0,99.25,9.0,2,1,13800.0,1.0,0
0.163,11689.0,77830.0,99.08,11.0,0,0,7500.0,1.0,1
0.609,21182.0,565190.0,99.17,19.0,1,0,11700.0,1.0,1
0.127,22638.0,180110.0,99.08,23.0,0,1,7500.0,1.0,1
0.034,19358.0,424850.0,99.48,11.0,3,0,7500.0,1.0,0
0.159,15345.0,180070.0,99.86,3.0,3,1,7500.0,1.0,1
1.0,8774.0,75150.0,99.54,4.0,0,0,3300.0,0.0,0
0.0,16431.0,191300.0,99.51,13.0,0,1,20100.0,1.0,0
0.0,20081.0,1000070.0,99.47,12.0,0,1,45300.0,1.0,0
0.09,20454.0,158600.0,98.77,35.0,0,1,9600.0,1.0,0
0.09,20813.0,334550.0,99.23,20.0,1,0,3300.0,1.0,0
1.0,16069.0,110430.0,99.76,4.0,4,0,9600.0,1.0,0
0.096,23010.0,359640.0,99.49,10.0,1,1,13800.0,1.0,0
0.0,17891.0,390050.0,99.68,8.0,0,0,51600.0,1.0,1
0.143,22277.0,177040.0,99.61,11.0,0,0,11700.0,1.0,1
0.626,10963.0,136720.0,99.84,5.0,0,1,18000.0,0.0,1
0.033,21182.0,181920.0,99.28,7.0,2,1,9600.0,1.0,1
0.011,11328.0,215550.0,99.03,24.0,2,0,7500.0,1.0,0
0.0,15336.0,376800.0,99.65,7.0,3,0,1200.0,1.0,1
0.0,16438.0,96100.0,99.0,6.0,2,0,7500.0,1.0,1
0.462,22638.0,253230.0,98.76,14.0,1,0,18000.0,1.0,0
1.0,11330.0,180140.0,99.23,10.0,0,1,5400.0,1.0,0
0.788,19715.0,225100.0,99.36,8.0,2,1,18000.0,1.0,1
0.022,24468.0,124850.0,99.71,7.0,0,1,7500.0,1.0,1
0.019,17167.0,196820.0,99.25,11.0,0,0,7500.0,1.0,0
0.037,13519.0,187590.0,98.95,14.0,2,1,11700.0,1.0,1
0.434,16801.0,128610.0,98.96,5.0,0,0,11700.0,1.0,1
0.933,27755.0,154340.0,98.22,8.0,1,0,13800.0,1.0,0
0.119,25929.0,238110.0,99.14,8.0,0,1,11700.0,1.0,0
0.521,17528.0,183890.0,99.78,4.0,1,1,9600.0,1.0,1
0.725,13518.0,150150.0,99.15,12.0,0,0,9600.0,1.0,0
0.2,9865.0,117620.0,99.75,8.0,0,0,5400.0,1.0,1
0.248,24098.0,295550.0,99.3,18.0,2,1,15900.0,1.0,1
0.316,10957.0,218820.0,98.98,11.0,0,1,1200.0,1.0,0
1.0,17890.0,253640.0,98.76,11.0,3,1,15900.0,1.0,0
0.015,24467.0,120120.0,98.72,8.0,0,0,9600.0,1.0,0
0.198,18629.0,85040.0,99.76,9.0,0,0,3300.0,1.0,0
0.113,9863.0,120140.0,99.87,6.0,0,1,7500.0,1.0,1
0.014,19723.0,185410.0,98.66,13.0,0,1,11700.0,1.0,1
0.01,20810.0,75640.0,99.5,13.0,0,1,5700.0,1.0,0
0.924,18630.0,260050.0,99.21,13.0,0,1,32700.0,1.0,0
0.326,19353.0,142960.0,99.65,13.0,0,0,7500.0,0.0,1
0.159,23731.0,144120.0,98.24,16.0,1,1,7500.0,1.0,0
0.066,21911.0,201070.0,99.64,6.0,2,1,11700.0,1.0,1
0.009,21911.0,171070.0,99.55,14.0,0,1,9600.0,1.0,0
0.232,23373.0,303050.0,99.86,10.0,1,1,7500.0,1.0,1
0.021,14611.0,360080.0,99.48,15.0,1,1,41100.0,1.0,1
0.256,21905.0,60110.0,97.75,11.0,0,0,5400.0,1.0,0
0.023,31769.0,202330.0,99.49,8.0,0,0,13800.0,1.0,1
0.325,20448.0,126050.0,98.71,14.0,1,1,7500.0,1.0,0
0.16,29210.0,102060.0,99.56,11.0,0,0,5400.0,0.0,0
0.127,15701.0,195140.0,99.11,12.0,1,1,13800.0,1.0,1
0.188,19723.0,39150.0,99.36,16.0,0,0,5700.0,1.0,0
0.034,21183.0,255090.0,99.49,12.0,0,0,1200.0,1.0,1
0.219,11320.0,97570.0,99.79,7.0,0,1,5400.0,1.0,1
0.692,13152.0,165040.0,98.94,11.0,2,1,1200.0,1.0,0
0.867,14978.0,146710.0,99.44,10.0,1,1,5700.0,1.0,0
0.705,27382.0,186370.0,98.63,12.0,1,1,9600.0,0.0,1
0.0,17894.0,75080.0,99.82,4.0,0,0,5700.0,1.0,0
0.024,17169.0,303050.0,99.63,15.0,3,0,15900.0,1.0,0
0.003,18630.0,362600.0,99.53,22.0,3,0,32700.0,1.0,0
0.28,21915.0,330030.0,98.97,15.0,1,0,15900.0,1.0,0
0.125,19358.0,80100.0,99.24,25.0,0,0,5700.0,1.0,1
0.979,21544.0,145660.0,98.34,11.0,0,0,7500.0,1.0,0
0.659,15339.0,150000.0,98.46,16.0,0,1,1200.0,1.0,1
0.111,14973.0,277420.0,99.75,5.0,3,0,11700.0,1.0,0
0.718,16075.0,143630.0,98.82,7.0,0,1,11700.0,1.0,0
0.623,15700.0,97030.0,98.85,7.0,0,0,7500.0,1.0,0
1.0,10592.0,39050.0,99.75,3.0,0,1,3300.0,1.0,1
0.005,22271.0,176330.0,98.89,14.0,0,1,11700.0,1.0,1
0.473,19715.0,135680.0,99.32,14.0,1,1,7500.0,1.0,0
0.062,25195.0,187580.0,99.54,12.0,1,1,3300.0,1.0,0
0.041,15343.0,372650.0,99.29,10.0,2,0,30600.0,1.0,0
0.977,16067.0,180030.0,99.69,6.0,1,0,9600.0,1.0,1
0.27,25192.0,90040.0,98.64,13.0,0,1,3300.0,1.0,0
0.033,19715.0,229050.0,99.68,6.0,0,1,11700.0,1.0,0
0.344,18991.0,221040.0,99.28,5.0,0,0,1200.0,1.0,1
0.674,19725.0,168820.0,98.11,10.0,2,1,9600.0,1.0,1
0.36,16437.0,240050.0,98.44,12.0,3,1,15900.0,1.0,1
0.01,24461.0,58590.0,98.55,15.0,0,1,3300.0,1.0,1
0.175,19351.0,405070.0,99.17,19.0,0,1,45300.0,1.0,0
0.1,14248.0,60130.0,99.18,20.0,1,0,3300.0,1.0,1
0.722,15341.0,222750.0,98.49,15.0,3,0,7500.0,1.0,0
0.923,10225.0,99040.0,99.32,9.0,0,0,5700.0,1.0,1
0.595,20812.0,36150.0,99.7,4.0,0,1,1200.0,1.0,0
0.466,13148.0,274940.0,98.25,10.0,0,1,3300.0,1.0,0
0.472,12422.0,131320.0,98.91,16.0,0,0,9600.0,1.0,0
0.63,22278.0,179920.0,99.48,9.0,1,1,11700.0,1.0,1
0.098,17161.0,318510.0,99.42,24.0,0,1,1200.0,1.0,1
0.627,9866.0,163940.0,99.65,11.0,0,0,9600.0,1.0,1
0.004,20452.0,75140.0,99.88,6.0,0,0,3300.0,1.0,1
0.316,17899.0,332750.0,99.15,15.0,2,0,26400.0,1.0,0
0.229,22639.0,180060.0,98.53,6.0,0,1,13800.0,1.0,0
0.238,19352.0,166710.0,99.27,9.0,1,0,9600.0,1.0,1
0.161,16434.0,412600.0,99.25,8.0,2,1,43200.0,1.0,0
0.156,12421.0,232630.0,99.28,10.0,0,0,11700.0,1.0,1
0.009,22270.0,240110.0,99.54,12.0,1,1,15900.0,1.0,1
0.345,14608.0,137520.0,98.73,10.0,1,0,9600.0,1.0,0
0.068,17164.0,240060.0,98.65,13.0,0,1,9600.0,1.0,1
0.467,12052.0,125080.0,99.55,13.0,0,1,7500.0,1.0,0
0.158,25198.0,98470.0,98.34,11.0,1,0,3300.0,1.0,0
0.688,14972.0,319540.0,98.1,24.0,3,1,22200.0,0.0,1
0.662,23373.0,218550.0,99.07,15.0,0,0,13800.0,1.0,1
0.05,17897.0,153540.0,99.16,8.0,2,1,3300.0,1.0,1
0.041,10956.0,198530.0,99.81,6.0,0,0,15900.0,1.0,1
0.0,28843.0,90140.0,99.88,9.0,0,1,3300.0,1.0,0
0.909,18262.0,96130.0,98.81,6.0,0,1,5400.0,0.0,1
0.623,16799.0,320020.0,98.27,20.0,1,0,15900.0,0.0,0
0.597,16803.0,166410.0,99.45,10.0,3,0,11700.0,1.0,1
0.001,22636.0,366560.0,99.19,10.0,1,1,28500.0,1.0,0
0.614,23375.0,75040.0,97.37,14.0,0,0,1200.0,1.0,1
0.153,23733.0,507580.0,99.51,7.0,1,1,15900.0,1.0,1
0.956,17531.0,120140.0,99.38,6.0,1,1,7500.0,1.0,0
0.135,18259.0,374200.0,99.5,10.0,3,1,20100.0,1.0,1
0.2,9861.0,187580.0,99.79,6.0,0,1,1200.0,1.0,1
0.49,15336.0,295430.0,98.38,9.0,3,1,3300.0,1.0,0
0.0,31035.0,113510.0,98.69,7.0,0,1,1200.0,1.0,0
0.426,23372.0,222070.0,99.06,19.0,1,1,22200.0,1.0,1
0.179,18629.0,297150.0,98.97,19.0,2,1,3300.0,1.0,0
0.912,18990.0,81670.0,98.52,8.0,0,1,5400.0,1.0,0
0.161,22638.0,172550.0,98.61,11.0,0,0,5400.0,1.0,1
0.114,16801.0,270080.0,99.1,16.0,0,1,18000.0,1.0,1
0.369,19351.0,96120.0,98.73,13.0,0,1,5400.0,1.0,1
0.935,12786.0,142280.0,99.0,11.0,2,1,5400.0,0.0,1
0.0,14241.0,250120.0,99.5,11.0,2,0,11700.0,1.0,0
0.786,17532.0,114910.0,99.3,11.0,0,0,7500.0,1.0,0
0.047,21544.0,300080.0,98.51,18.0,0,0,5400.0,1.0,1
0.0,19350.0,236010.0,98.79,17.0,1,1,24300.0,0.0,0
0.002,15706.0,348040.0,98.89,9.0,2,1,22200.0,1.0,1
0.049,14615.0,138850.0,99.51,10.0,3,0,9600.0,1.0,0
1.0,18625.0,135100.0,98.86,4.0,2,1,5400.0,1.0,0
0.792,24468.0,53080.0,97.23,15.0,0,1,3300.0,1.0,0
0.727,14975.0,30100.0,96.51,10.0,0,1,1200.0,1.0,1
0.976,17526.0,249090.0,98.97,16.0,1,1,13800.0,1.0,0
0.882,16433.0,129180.0,98.73,16.0,0,1,5400.0,1.0,1
0.868,11692.0,40650.0,99.86,4.0,0,0,1200.0,1.0,0
0.251,17530.0,208070.0,99.11,9.0,1,1,1200.0,1.0,1
0.375,12422.0,51140.0,99.17,5.0,0,1,5400.0,1.0,0
0.04,25924.0,157630.0,99.43,19.0,0,1,5400.0,1.0,1
0.167,29215.0,137620.0,99.49,15.0,0,1,5400.0,1.0,0
0.195,12416.0,120080.0,99.3,13.0,1,0,1200.0,1.0,1
0.002,17530.0,185300.0,99.07,8.0,0,1,1200.0,1.0,1
0.123,25193.0,212600.0,99.65,10.0,0,0,5400.0,1.0,0
0.016,20451.0,348050.0,99.65,17.0,0,1,36900.0,1.0,1
0.532,17160.0,245070.0,98.83,14.0,0,1,13800.0,1.0,1
0.092,20815.0,255060.0,99.74,10.0,0,1,11700.0,1.0,0
0.467,10225.0,90110.0,98.44,8.0,1,0,7500.0,1.0,0
0.231,18259.0,452330.0,98.89,17.0,1,0,15900.0,1.0,0
0.967,12781.0,108100.0,98.82,5.0,0,0,7500.0,1.0,1
0.419,10960.0,187640.0,99.8,5.0,0,1,7500.0,1.0,1
0.046,12052.0,193590.0,99.27,16.0,0,1,9600.0,1.0,1
0.718,13883.0,152570.0,98.89,13.0,0,1,11700.0,1.0,1
0.019,18259.0,240030.0,99.89,5.0,0,1,26400.0,1.0,0
0.571,21541.0,137180.0,99.73,9.0,0,0,1200.0,1.0,0
0.694,18985.0,145220.0,99.89,4.0,0,1,7500.0,0.0,0
0.022,24468.0,315130.0,94.31,15.0,0,0,20100.0,1.0,0
0.011,20813.0,66930.0,98.01,9.0,1,0,1200.0,1.0,1
0.461,11322.0,65850.0,99.57,9.0,0,1,5400.0,1.0,1
1.0,17891.0,369120.0,99.32,7.0,3,0,26400.0,1.0,0
0.119,16439.0,132060.0,99.26,8.0,1,0,11700.0,1.0,0
0.053,21905.0,122540.0,98.59,11.0,0,1,7500.0,1.0,0
0.671,15709.0,270140.0,98.36,22.0,2,0,11700.0,1.0,0
0.957,21915.0,99100.0,95.38,15.0,0,0,9600.0,1.0,1
0.011,10600.0,121590.0,99.49,15.0,1,1,7500.0,1.0,1
0.706,10231.0,90030.0,99.36,6.0,0,1,5400.0,0.0,0
0.919,14976.0,262600.0,99.0,9.0,1,1,22200.0,1.0,0
0.014,24835.0,386010.0,99.81,10.0,0,0,13800.0,1.0,0
0.089,20084.0,199540.0,99.26,12.0,0,1,5400.0,1.0,1
0.752,20449.0,202080.0,98.49,29.0,3,1,11700.0,1.0,0
1.0,15704.0,114090.0,99.64,3.0,0,1,5400.0,1.0,0
0.734,14976.0,225070.0,99.17,14.0,3,1,20100.0,1.0,1
0.054,25927.0,300050.0,99.29,8.0,1,0,22200.0,1.0,0
0.203,18263.0,150090.0,99.07,15.0,2,0,7500.0,0.0,0
0.144,23010.0,150040.0,98.2,13.0,3,1,9600.0,1.0,1
0.028,15708.0,69050.0,99.88,5.0,3,0,5400.0,1.0,1
0.371,9865.0,82580.0,99.55,5.0,0,0,1200.0,1.0,1
0.026,24830.0,87250.0,99.27,13.0,0,1,9600.0,1.0,0
0.854,23737.0,240150.0,98.53,13.0,1,0,13800.0,1.0,1
0.071,11695.0,207140.0,99.22,18.0,1,1,9600.0,1.0,0
0.0,13155.0,105070.0,99.17,7.0,3,0,9600.0,1.0,0
1.0,16431.0,135100.0,99.1,5.0,1,1,5400.0,0.0,0
0.044,20455.0,242520.0,98.9,8.0,2,1,13800.0,1.0,0
1.0,18621.0,135040.0,99.31,4.0,1,1,9600.0,0.0,1
0.024,27381.0,270300.0,99.69,10.0,0,1,13800.0,1.0,1
0.149,23367.0,300050.0,99.45,12.0,0,1,13800.0,1.0,1
0.015,16435.0,84140.0,99.05,7.0,3,1,7500.0,1.0,1
0.541,20085.0,66130.0,98.93,9.0,0,0,1200.0,1.0,1
0.527,12420.0,60130.0,99.18,6.0,2,0,3300.0,1.0,0
0.916,10594.0,140120.0,97.71,8.0,1,1,5700.0,1.0,0
0.035,18625.0,83770.0,99.25,11.0,1,0,7500.0,1.0,1
0.842,13149.0,120050.0,99.19,9.0,1,0,3300.0,1.0,1
0.948,13876.0,90060.0,99.0,8.0,0,1,3300.0,1.0,1
0.029,23004.0,185330.0,99.6,15.0,0,1,13800.0,1.0,0
0.086,18992.0,69520.0,97.32,12.0,2,1,5700.0,1.0,1
0.001,29206.0,180030.0,99.87,13.0,0,1,11700.0,1.0,1
1.0,20084.0,85840.0,98.7,8.0,2,1,5400.0,1.0,1
0.009,22640.0,123060.0,99.76,7.0,0,1,7500.0,1.0,1
0.0,11694.0,258560.0,99.29,11.0,1,1,18000.0,1.0,0
